CID,CCS [A^2],Adduct,Additional_Info,Source,Reference,SMILES
9543680,261.8,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCC
9543680,262.4,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCC
56936315,265.6,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCC
9543691,263,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC
9543691,262.7,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC
9543691,262.5,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC
9543691,263.6,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC
9543690,258.1,[M+H]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCC
9543690,259.8,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCC
9543690,260,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCC
9543700,257.1,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC
9543700,253.1,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC
9543700,257.3,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC
56936356,266,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCC
56936356,265.7,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCC
5283472,262.8,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCC[13CH3]
5283472,261.1,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCC[13CH3]
9543713,272.2,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCC
9543718,269.6,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCCC
53477965,265.5,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC
53477965,265.2,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC
56936351,264.9,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC
56936351,261.3,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC
56936351,261.1,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC
56936351,264.8,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC
53478119,263.8,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC
53478119,256.6,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC
53478119,258.6,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC
53478119,263.4,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC
53477995,254.2,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCC
53477995,261.5,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCC
9543732,268.3,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\C/C=C\CCCC
9543770,279.1,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCC
9543771,276.3,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC
9543756,271.8,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCCCC
9543767,271.8,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC
9543767,268.2,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC
53478168,270.8,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC
53478168,267,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC
53478168,266.8,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC
53478168,271.2,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC
53478169,270,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC
53478169,266,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC
53478169,266.6,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC
9543796,267.7,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC
9543796,261.1,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC
9543796,263.8,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC
56936401,274.3,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC
9543805,278.5,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC
9543805,279.2,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC
9543844,275.5,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC
9543828,272.5,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC
9543879,272.3,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC
9543879,270.8,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC
53478134,269.9,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](CO)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC
53478134,266.9,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](CO)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC
53478134,270,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](CO)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC
56936299,229.1,[M-H]-,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCC
56936328,244.7,[M-H]-,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC
56936328,245.3,[M-H]-,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC
56936308,253.8,[M+Na]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCC
56936308,258.7,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCC
56936308,259.3,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCC
56936309,255.9,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCCCC
56936309,257,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCCCC
56936333,253.8,[M-H]-,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC
56936333,254.4,[M-H]-,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC
56936335,251.2,[M-H]-,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC
9543691,263.1,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC
9543690,257.9,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCC
9543690,259.6,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCC
9543700,247.2,[M-H]-,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC
9543700,253.8,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC
53478159,256.2,[M+HCOO]-,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC
9543713,273.4,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCC
53477965,265.4,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC
53477965,266.4,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC
56936351,261.2,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC
53478119,257.1,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC
53478119,258.8,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC
53478119,263.6,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC
53478169,265.8,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC
9543796,271.1,[M+H]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC
9543796,261.6,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC
9543782,285.7,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCC
9543869,273,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC
9543923,301.3,[M+NH4]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCCCC
154573453,297.2,[M+H]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C(C([C@@H]([C@H](O1)CO)O)O)O)[C@@H](CC=CCCCCCCCCCCCC)O
154573118,304.1,[M+H]+,"CCS Type: TIMS, Method: calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)",CCSbase,https://www.nature.com/articles/s41467-019-14044-x,CCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C(C([C@@H]([C@H](O1)CO)O)O)O)[C@@H](CC=CCCCCCCCCCCCC)O
